41;Сойу;{"name":"Сойу","lat":-6.1349,"lon":12.36894,"country":"AO","timezone":"Africa/Luanda","population":67491, "capital":"false", "continent":"Africa"}
42;N'dalatando;{"name":"N\u0027dalatando","lat":-9.29782,"lon":14.91162,"country":"AO","timezone":"Africa/Luanda","population":383100, "capital":"false", "continent":"Africa"}
43;Маланже;{"name":"Маланже","lat":-9.54015,"lon":16.34096,"country":"AO","timezone":"Africa/Luanda","population":87046, "capital":"false", "continent":"Africa"}
44;Луанда;{"name":"Луанда","lat":-8.83682,"lon":13.23432,"country":"AO","timezone":"Africa/Luanda","population":2776168, "capital":"true", "continent":"Africa"}
45;Кабинда;{"name":"Кабинда","lat":-5.55,"lon":12.2,"country":"AO","timezone":"Africa/Luanda","population":66020, "capital":"false", "continent":"Africa"}
46;Намибе;{"name":"Намибе","lat":-15.19611,"lon":12.15222,"country":"AO","timezone":"Africa/Luanda","population":80149, "capital":"false", "continent":"Africa"}
47;Лубанго;{"name":"Лубанго","lat":-14.91717,"lon":13.4925,"country":"AO","timezone":"Africa/Luanda","population":102541, "capital":"false", "continent":"Africa"}
48;Лобиту;{"name":"Лобиту","lat":-12.3644,"lon":13.53601,"country":"AO","timezone":"Africa/Luanda","population":207932, "capital":"false", "continent":"Africa"}
49;Куито;{"name":"Куито","lat":-12.38333,"lon":16.93333,"country":"AO","timezone":"Africa/Luanda","population":113624, "capital":"true", "continent":"Africa"}
50;Уамбо;{"name":"Уамбо","lat":-12.77611,"lon":15.73917,"country":"AO","timezone":"Africa/Luanda","population":226145, "capital":"false", "continent":"Africa"}
51;Бенгела;{"name":"Бенгела","lat":-12.57626,"lon":13.40547,"country":"AO","timezone":"Africa/Luanda","population":151226, "capital":"false", "continent":"Africa"}
52;Зарате;{"name":"Зарате","lat":-34.09814,"lon":-59.02858,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":88781, "capital":"false", "continent":"America"}
53;Villa Lugano;{"name":"Villa Lugano","lat":-34.67907,"lon":-58.47263,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":114000, "capital":"false", "continent":"America"}
54;Тандиль;{"name":"Тандиль","lat":-37.32167,"lon":-59.13316,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":104325, "capital":"false", "continent":"America"}
55;Ресистенсия;{"name":"Ресистенсия","lat":-27.46056,"lon":-58.98389,"country":"AR","timezone":"America/Argentina/Cordoba","population":387158, "capital":"false", "continent":"America"}
56;Реконкиста;{"name":"Реконкиста","lat":-29.15,"lon":-59.65,"country":"AR","timezone":"America/Argentina/Cordoba","population":90184, "capital":"false", "continent":"America"}
57;Кильмес;{"name":"Кильмес","lat":-34.72904,"lon":-58.26374,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":518788, "capital":"false", "continent":"America"}
58;Puerto Eldorado;{"name":"Puerto Eldorado","lat":-26.40843,"lon":-54.69463,"country":"AR","timezone":"America/Argentina/Cordoba","population":54189, "capital":"false", "continent":"America"}
59;Посадас;{"name":"Посадас","lat":-27.36708,"lon":-55.89608,"country":"AR","timezone":"America/Argentina/Cordoba","population":323739, "capital":"false", "continent":"America"}
60;Обера;{"name":"Обера","lat":-27.48706,"lon":-55.11994,"country":"AR","timezone":"America/Argentina/Cordoba","population":56528, "capital":"false", "continent":"America"}
61;Necochea;{"name":"Necochea","lat":-38.5545,"lon":-58.73961,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":80478, "capital":"false", "continent":"America"}
62;Морон;{"name":"Морон","lat":-34.6509,"lon":-58.61956,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":319934, "capital":"false", "continent":"America"}
63;Mercedes;{"name":"Mercedes","lat":-34.65145,"lon":-59.43068,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":52949, "capital":"false", "continent":"America"}
64;Мар-дель-Плата,МардельПлата,Мар дель Плата;{"name":"Мар-дель-Плата","lat":-38.00228,"lon":-57.55754,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":553935, "capital":"false", "continent":"America"}
65;Лухан;{"name":"Лухан","lat":-34.57028,"lon":-59.105,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":81749, "capital":"false", "continent":"America"}
66;Ла-Плата,ЛаПлата,Ла Плата;{"name":"Ла-Плата","lat":-34.92145,"lon":-57.95453,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":694167, "capital":"false", "continent":"America"}
67;Гуалегуайчу;{"name":"Гуалегуайчу","lat":-33.00937,"lon":-58.51722,"country":"AR","timezone":"America/Argentina/Cordoba","population":78676, "capital":"false", "continent":"America"}
68;Гойя;{"name":"Гойя","lat":-29.14395,"lon":-59.2651,"country":"AR","timezone":"America/Argentina/Cordoba","population":70245, "capital":"false", "continent":"America"}
69;Формоза,Формоса;{"name":"Формоза","lat":-26.17753,"lon":-58.17814,"country":"AR","timezone":"America/Argentina/Cordoba","population":221383, "capital":"false", "continent":"America"}
70;Корриентес;{"name":"Корриентес","lat":-27.4806,"lon":-58.8341,"country":"AR","timezone":"America/Argentina/Cordoba","population":339067, "capital":"false", "continent":"America"}
71;Конкордия;{"name":"Конкордия","lat":-31.39296,"lon":-58.02089,"country":"AR","timezone":"America/Argentina/Cordoba","population":145210, "capital":"false", "continent":"America"}
72;Консепсьон-дель-Уругвай,КонсепсьондельУругвай,Консепсьон дель Уругвай;{"name":"Консепсьон-дель-Уругвай","lat":-32.48249,"lon":-58.23722,"country":"AR","timezone":"America/Argentina/Cordoba","population":67895, "capital":"true", "continent":"America"}
73;Colegiales;{"name":"Colegiales","lat":-34.57365,"lon":-58.44924,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":57000, "capital":"false", "continent":"America"}
74;Кампана;{"name":"Кампана","lat":-34.16874,"lon":-58.95914,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":81612, "capital":"false", "continent":"America"}
75;Буэнос-Айрес,БуэносАйрес,Буэнос Айрес;{"name":"Буэнос-Айрес","lat":-34.61315,"lon":-58.37723,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":13076300, "capital":"true", "continent":"America"}
76;Barranqueras;{"name":"Barranqueras","lat":-27.48132,"lon":-58.93925,"country":"AR","timezone":"America/Argentina/Cordoba","population":50823, "capital":"false", "continent":"America"}
77;Азул;{"name":"Азул","lat":-36.77698,"lon":-59.85854,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":53941, "capital":"false", "continent":"America"}
78;Yerba Buena;{"name":"Yerba Buena","lat":-26.81667,"lon":-65.31667,"country":"AR","timezone":"America/Argentina/Tucuman","population":50783, "capital":"false", "continent":"America"}
79;Villa Maria;{"name":"Villa Maria","lat":-32.40751,"lon":-63.24016,"country":"AR","timezone":"America/Argentina/Cordoba","population":92453, "capital":"false", "continent":"America"}
80;Карлос-Паз,Вилья-Карлос-Пас,КарлосПаз,ВильяКарлосПас,Карлос Паз,Вилья Карлос Пас;{"name":"Карлос-Паз","lat":-31.42414,"lon":-64.49778,"country":"AR","timezone":"America/Argentina/Cordoba","population":69451, "capital":"false", "continent":"America"}
81;Неукен;{"name":"Неукен","lat":-38.95161,"lon":-68.0591,"country":"AR","timezone":"America/Argentina/Salta","population":242092, "capital":"false", "continent":"America"}
82;Ушуая;{"name":"Ушуая","lat":-54.8,"lon":-68.3,"country":"AR","timezone":"America/Argentina/Ushuaia","population":58028, "capital":"false", "continent":"America"}
83;Trelew;{"name":"Trelew","lat":-43.24895,"lon":-65.30505,"country":"AR","timezone":"America/Argentina/Catamarca","population":93442, "capital":"false", "continent":"America"}
84;Тартагал;{"name":"Тартагал","lat":-22.51637,"lon":-63.80131,"country":"AR","timezone":"America/Argentina/Salta","population":60819, "capital":"false", "continent":"America"}
85;Santo Tome;{"name":"Santo Tome","lat":-31.66274,"lon":-60.7653,"country":"AR","timezone":"America/Argentina/Cordoba","population":59072, "capital":"false", "continent":"America"}
86;Сантьяго-дель-Эстеро,СантьягодельЭстеро,Сантьяго дель Эстеро;{"name":"Сантьяго-дель-Эстеро","lat":-27.79511,"lon":-64.26149,"country":"AR","timezone":"America/Argentina/Cordoba","population":354692, "capital":"false", "continent":"America"}
87;Санта-Роса,СантаРоса,Санта Роса;{"name":"Санта-Роса","lat":14.31222,"lon":121.11139,"country":"PH","timezone":"Asia/Manila","population":216650, "capital":"false", "continent":"Asia"}
88;Санта-Фе,СантаФе,Санта Фе;{"name":"Санта-Фе","lat":-31.63333,"lon":-60.7,"country":"AR","timezone":"America/Argentina/Cordoba","population":489505, "capital":"false", "continent":"America"}
89;Сан Сальвадор де Жужуй,Хухуй,Сан Сальвадор де Хухуй,Сан-Сальвадор-де-Жужуй,Сан Сальвадор де Жужуй,Хухуй,Сан Сальвадор де Хухуй,СанСальвадордеЖужуй,Сан Сальвадор де Жужуй,Хухуй,Сан Сальвадор де Хухуй,Сан Сальвадор де Жужуй;{"name":"Сан Сальвадор де Жужуй","lat":-24.19457,"lon":-65.29712,"country":"AR","timezone":"America/Argentina/Jujuy","population":305891, "capital":"false", "continent":"America"}
90;Сан-Рамон-де-ла-Нуэва-Оран,СанРамонделаНуэваОран,Сан Рамон де ла Нуэва Оран;{"name":"Сан-Рамон-де-ла-Нуэва-Оран","lat":-23.13705,"lon":-64.32426,"country":"AR","timezone":"America/Argentina/Salta","population":74059, "capital":"false", "continent":"America"}
91;Сан-Рафаэль,СанРафаэль,Сан Рафаэль;{"name":"Сан-Рафаэль","lat":-34.61772,"lon":-68.33007,"country":"AR","timezone":"America/Argentina/Mendoza","population":109163, "capital":"false", "continent":"America"}
92;San Pedro;{"name":"San Pedro","lat":14.3595,"lon":121.0473,"country":"PH","timezone":"Asia/Manila","population":270216, "capital":"false", "continent":"Asia"}
93;San Nicolas de los Arroyos;{"name":"San Nicolas de los Arroyos","lat":-33.33578,"lon":-60.22523,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":127742, "capital":"false", "continent":"America"}
94;Сан-Мигель-де-Тукуман,СанМигельдеТукуман,Сан Мигель де Тукуман;{"name":"Сан-Мигель-де-Тукуман","lat":-26.82414,"lon":-65.2226,"country":"AR","timezone":"America/Argentina/Tucuman","population":781023, "capital":"false", "continent":"America"}
95;San Martin;{"name":"San Martin","lat":-33.08103,"lon":-68.46814,"country":"AR","timezone":"America/Argentina/Mendoza","population":82549, "capital":"false", "continent":"America"}
96;Сан-Луис,СанЛуис,Сан Луис;{"name":"Сан-Луис","lat":-2.52972,"lon":-44.30278,"country":"BR","timezone":"America/Fortaleza","population":917237, "capital":"false", "continent":"America"}
97;Сан-Хуан,СанХуан,Сан Хуан;{"name":"Сан-Хуан","lat":-31.5375,"lon":-68.53639,"country":"AR","timezone":"America/Argentina/San_Juan","population":447048, "capital":"false", "continent":"America"}
98;San Francisco;{"name":"San Francisco","lat":-31.42797,"lon":-62.08266,"country":"AR","timezone":"America/Argentina/Cordoba","population":59062, "capital":"false", "continent":"America"}
99;Сан-Фернандо-дель-Валье-де-Катамарка,СанФернандодельВальедеКатамарка,Сан Фернандо дель Валье де Катамарка;{"name":"Сан-Фернандо-дель-Валье-де-Катамарка","lat":-28.46957,"lon":-65.78524,"country":"AR","timezone":"America/Argentina/Catamarca","population":188812, "capital":"false", "continent":"America"}
100;Сальта;{"name":"Сальта","lat":-24.7859,"lon":-65.41166,"country":"AR","timezone":"America/Argentina/Salta","population":512686, "capital":"false", "continent":"America"}
101;Росарио;{"name":"Росарио","lat":-32.94682,"lon":-60.63932,"country":"AR","timezone":"America/Argentina/Cordoba","population":1173533, "capital":"false", "continent":"America"}
102;Rio Tercero;{"name":"Rio Tercero","lat":-32.17301,"lon":-64.11405,"country":"AR","timezone":"America/Argentina/Cordoba","population":53389, "capital":"false", "continent":"America"}
103;Рио-Гальегос,РиоГальегос,Рио Гальегос;{"name":"Рио-Гальегос","lat":-51.62261,"lon":-69.21813,"country":"AR","timezone":"America/Argentina/Rio_Gallegos","population":85700, "capital":"false", "continent":"America"}
104;Рио-Куарто,РиоКуарто,Рио Куарто;{"name":"Рио-Куарто","lat":-33.13067,"lon":-64.34992,"country":"AR","timezone":"America/Argentina/Cordoba","population":153757, "capital":"false", "continent":"America"}
105;Рафаэла;{"name":"Рафаэла","lat":-31.25033,"lon":-61.4867,"country":"AR","timezone":"America/Argentina/Cordoba","population":88713, "capital":"false", "continent":"America"}
106;Пунта-Альта,ПунтаАльта,Пунта Альта;{"name":"Пунта-Альта","lat":-38.87588,"lon":-62.07359,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":57209, "capital":"false", "continent":"America"}
107;Пуэрто-Мадрин,ПуэртоМадрин,Пуэрто Мадрин;{"name":"Пуэрто-Мадрин","lat":-42.7692,"lon":-65.03851,"country":"AR","timezone":"America/Argentina/Catamarca","population":64555, "capital":"false", "continent":"America"}
108;Presidencia Roque Saenz Pena;{"name":"Presidencia Roque Saenz Pena","lat":-26.78522,"lon":-60.43876,"country":"AR","timezone":"America/Argentina/Cordoba","population":81879, "capital":"false", "continent":"America"}
109;Пергамино;{"name":"Пергамино","lat":-33.88995,"lon":-60.57357,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":87652, "capital":"false", "continent":"America"}
110;Парана;{"name":"Парана","lat":-31.73197,"lon":-60.5238,"country":"AR","timezone":"America/Argentina/Cordoba","population":262295, "capital":"false", "continent":"America"}
111;Олаваррия;{"name":"Олаваррия","lat":-36.89272,"lon":-60.32254,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":86320, "capital":"false", "continent":"America"}
112;Мендоса;{"name":"Мендоса","lat":-32.89084,"lon":-68.82717,"country":"AR","timezone":"America/Argentina/Mendoza","population":876884, "capital":"false", "continent":"America"}
113;Ла-Риоха,ЛаРиоха,Ла Риоха;{"name":"Ла-Риоха","lat":-29.41105,"lon":-66.85067,"country":"AR","timezone":"America/Argentina/La_Rioja","population":162620, "capital":"false", "continent":"America"}
114;Junin;{"name":"Junin","lat":-34.58382,"lon":-60.94332,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":85007, "capital":"false", "continent":"America"}
115;Gobernador Galvez;{"name":"Gobernador Galvez","lat":-33.03016,"lon":-60.64045,"country":"AR","timezone":"America/Argentina/Cordoba","population":74650, "capital":"false", "continent":"America"}
116;Хенераль;{"name":"Хенераль","lat":-39.03333,"lon":-67.58333,"country":"AR","timezone":"America/Argentina/Salta","population":73212, "capital":"false", "continent":"America"}
117;General Pico;{"name":"General Pico","lat":-35.65662,"lon":-63.75682,"country":"AR","timezone":"America/Argentina/Salta","population":57029, "capital":"false", "continent":"America"}
118;Кордова;{"name":"Кордова","lat":-31.4135,"lon":-64.18105,"country":"AR","timezone":"America/Argentina/Cordoba","population":1428214, "capital":"false", "continent":"America"}
119;Комодоро-Ривадавия,КомодороРивадавия,Комодоро Ривадавия;{"name":"Комодоро-Ривадавия","lat":-45.86413,"lon":-67.49656,"country":"AR","timezone":"America/Argentina/Catamarca","population":140850, "capital":"false", "continent":"America"}
120;Чиполлетти;{"name":"Чиполлетти","lat":-38.93392,"lon":-67.99032,"country":"AR","timezone":"America/Argentina/Salta","population":75078, "capital":"false", "continent":"America"}
121;Chivilcoy;{"name":"Chivilcoy","lat":-34.89566,"lon":-60.01667,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":54514, "capital":"false", "continent":"America"}
122;Chimbas;{"name":"Chimbas","lat":-31.48333,"lon":-68.53333,"country":"AR","timezone":"America/Argentina/San_Juan","population":73829, "capital":"false", "continent":"America"}
123;Байя-Бланка,Баия-Бланка,БайяБланка,БаияБланка,Байя Бланка,Баия Бланка;{"name":"Байя-Бланка","lat":-38.71959,"lon":-62.27243,"country":"AR","timezone":"America/Argentina/Buenos_Aires","population":276546, "capital":"false", "continent":"America"}
124;Villa Mercedes;{"name":"Villa Mercedes","lat":-33.67571,"lon":-65.45783,"country":"AR","timezone":"America/Argentina/San_Luis","population":96781, "capital":"false", "continent":"America"}
125;Сан Карлос де Барилоче,Сан-Карлос-де-Барилоче,Сан Карлос де Барилоче,СанКарлосдеБарилоче,Сан Карлос де Барилоче,Сан Карлос де Барилоче;{"name":"Сан Карлос де Барилоче","lat":-41.14557,"lon":-71.30822,"country":"AR","timezone":"America/Argentina/Salta","population":95394, "capital":"false", "continent":"America"}
126;Вена;{"name":"Вена","lat":48.20849,"lon":16.37208,"country":"AT","timezone":"Europe/Vienna","population":1691468, "capital":"true", "continent":"Europe"}
127;Вельс;{"name":"Вельс","lat":48.16667,"lon":14.03333,"country":"AT","timezone":"Europe/Vienna","population":57946, "capital":"false", "continent":"Europe"}
128;Филлах;{"name":"Филлах","lat":46.61028,"lon":13.85583,"country":"AT","timezone":"Europe/Vienna","population":58882, "capital":"false", "continent":"Europe"}
129;Зальцбург;{"name":"Зальцбург","lat":47.79941,"lon":13.04399,"country":"AT","timezone":"Europe/Vienna","population":150269, "capital":"false", "continent":"Europe"}
130;Линц;{"name":"Линц","lat":48.30639,"lon":14.28611,"country":"AT","timezone":"Europe/Vienna","population":181162, "capital":"false", "continent":"Europe"}
131;Клагенфурт;{"name":"Клагенфурт","lat":46.62472,"lon":14.30528,"country":"AT","timezone":"Europe/Vienna","population":90610, "capital":"false", "continent":"Europe"}
132;Инсбрук;{"name":"Инсбрук","lat":47.26266,"lon":11.39454,"country":"AT","timezone":"Europe/Vienna","population":112467, "capital":"false", "continent":"Europe"}
133;Грац;{"name":"Грац","lat":47.06667,"lon":15.45,"country":"AT","timezone":"Europe/Vienna","population":222326, "capital":"false", "continent":"Europe"}
134;Rockingham;{"name":"Rockingham","lat":-32.27682,"lon":115.72978,"country":"AU","timezone":"Australia/Perth","population":108022, "capital":"false", "continent":"Australia"}
135;Перт;{"name":"Перт","lat":-31.95224,"lon":115.8614,"country":"AU","timezone":"Australia/Perth","population":1896548, "capital":"false", "continent":"Australia"}
136;Мандъюра,Манджера;{"name":"Мандъюра","lat":-32.5269,"lon":115.7217,"country":"AU","timezone":"Australia/Perth","population":83294, "capital":"false", "continent":"Australia"}
137;Дарвин;{"name":"Дарвин","lat":-12.46113,"lon":130.84184,"country":"AU","timezone":"Australia/Darwin","population":129062, "capital":"false", "continent":"Australia"}
138;Банбери;{"name":"Банбери","lat":-33.32711,"lon":115.64137,"country":"AU","timezone":"Australia/Perth","population":68248, "capital":"false", "continent":"Australia"}
139;Армадейл;{"name":"Армадейл","lat":-32.14607,"lon":116.0093,"country":"AU","timezone":"Australia/Perth","population":62296, "capital":"false", "continent":"Australia"}
140;Аделаида;{"name":"Аделаида","lat":-34.92866,"lon":138.59863,"country":"AU","timezone":"Australia/Adelaide","population":1225235, "capital":"false", "continent":"Australia"}
141;Таунсвилл;{"name":"Таунсвилл","lat":-19.26639,"lon":146.8057,"country":"AU","timezone":"Australia/Brisbane","population":196219, "capital":"false", "continent":"Australia"}
142;Тувумба;{"name":"Тувумба","lat":-27.56056,"lon":151.95386,"country":"AU","timezone":"Australia/Brisbane","population":131258, "capital":"false", "continent":"Australia"}
143;Сидней;{"name":"Сидней","lat":-33.86785,"lon":151.20732,"country":"AU","timezone":"Australia/Sydney","population":4627345, "capital":"false", "continent":"Australia"}
144;Рокхемптон,Рокгемптон;{"name":"Рокхемптон","lat":-23.38032,"lon":150.50595,"country":"AU","timezone":"Australia/Brisbane","population":61724, "capital":"false", "continent":"Australia"}
145;Ньюкасл;{"name":"Ньюкасл","lat":-32.92715,"lon":151.77647,"country":"AU","timezone":"Australia/Sydney","population":308308, "capital":"false", "continent":"Australia"}
146;Мельбурн;{"name":"Мельбурн","lat":-37.814,"lon":144.96332,"country":"AU","timezone":"Australia/Melbourne","population":4246375, "capital":"false", "continent":"Australia"}
147;Мейтленд,Мэйтленд;{"name":"Мейтленд","lat":-32.73308,"lon":151.5574,"country":"AU","timezone":"Australia/Sydney","population":67132, "capital":"false", "continent":"Australia"}
148;Макей,Маккай;{"name":"Макей","lat":-21.15345,"lon":149.16554,"country":"AU","timezone":"Australia/Brisbane","population":74219, "capital":"false", "continent":"Australia"}
149;Лонсестон;{"name":"Лонсестон","lat":-41.43876,"lon":147.13467,"country":"AU","timezone":"Australia/Hobart","population":106153, "capital":"false", "continent":"Australia"}
150;Хобарт;{"name":"Хобарт","lat":-42.87936,"lon":147.3294,"country":"AU","timezone":"Australia/Hobart","population":216656, "capital":"false", "continent":"Australia"}
151;Голд Коуст;{"name":"Голд Коуст","lat":-28.00029,"lon":153.43088,"country":"AU","timezone":"Australia/Brisbane","population":591473, "capital":"false", "continent":"Australia"}
152;Джилонг,Джелонг;{"name":"Джилонг","lat":-38.14711,"lon":144.36069,"country":"AU","timezone":"Australia/Melbourne","population":226034, "capital":"false", "continent":"Australia"}
153;Вуллонгонг;{"name":"Вуллонгонг","lat":-34.424,"lon":150.89345,"country":"AU","timezone":"Australia/Sydney","population":292190, "capital":"false", "continent":"Australia"}
154;Канберра;{"name":"Канберра","lat":-35.28346,"lon":149.12807,"country":"AU","timezone":"Australia/Sydney","population":367752, "capital":"true", "continent":"Australia"}
155;Кернс,Кэрнс;{"name":"Кернс","lat":-16.92304,"lon":145.76625,"country":"AU","timezone":"Australia/Brisbane","population":153075, "capital":"false", "continent":"Australia"}
